ID,LISTING_ID,REVIEW_SCORE,REVIEW_DATE
324,22354,5,2014-10-19
325,22354,5,2014-10-26
326,22354,5,2014-11-03
327,22354,5,2014-11-11
328,22354,5,2014-11-18
329,22354,5,2014-11-26
330,22354,5,2014-12-04
331,22354,5,2014-12-11
332,22354,5,2014-12-19
333,22354,5,2014-12-26
334,22354,5,2015-01-03
335,22354,5,2015-01-11
336,22354,5,2015-01-18
337,22354,5,2015-01-26
338,22354,5,2015-02-03
339,22354,3,2015-02-10
340,22354,4,2015-02-18
341,22354,5,2015-02-26
342,22354,5,2015-03-05
343,22354,5,2015-03-13
344,22354,5,2015-03-21
345,22354,3,2015-03-28
346,22354,5,2015-04-05
347,22354,5,2015-04-13
348,22354,4,2015-04-20
349,22354,5,2015-04-28
350,22354,5,2015-05-05
351,22354,5,2015-05-13
352,22354,5,2015-05-21
353,22354,4,2015-05-28
354,22354,5,2015-06-05
355,22354,5,2015-06-13
356,22354,5,2015-06-20
357,22354,5,2015-06-28
358,22354,4,2015-07-06
359,22354,5,2015-07-13
360,22354,4,2015-07-21
361,22354,5,2015-07-29
362,22354,5,2015-08-05
363,22354,4,2015-08-13
364,22354,4,2015-08-20
365,22354,5,2015-08-28
366,22354,5,2015-09-05
367,22354,5,2015-09-12
368,22354,5,2015-09-20
369,22354,4,2015-09-28
370,22354,5,2015-10-05
371,22354,5,2015-10-13
372,22354,5,2015-10-21
373,22354,3,2015-10-28
374,22354,4,2015-11-05
375,22354,2,2015-11-13
376,22354,4,2015-11-20
377,22354,5,2015-11-28
378,22354,5,2015-12-05
379,22354,5,2015-12-13
380,22354,5,2015-12-21
381,22354,5,2015-12-28
382,22354,5,2016-01-05
383,22354,2,2016-01-13
384,22354,5,2016-01-20
385,22354,5,2016-01-28
386,22354,5,2016-02-05
387,22354,1,2016-02-12
388,22354,5,2016-02-20
389,22354,4,2016-02-28
390,22354,5,2016-03-06
391,22354,5,2016-03-14
392,22354,1,2016-03-22
393,22354,4,2016-03-29
394,22354,3,2016-04-06
395,22354,5,2016-04-13
396,22354,5,2016-04-21
397,22354,3,2016-04-29
398,22354,5,2016-05-06
399,22354,4,2016-05-14
400,22354,5,2016-05-22
401,22354,5,2016-05-29
402,22354,5,2016-06-06
403,22354,5,2016-06-14
404,22354,5,2016-06-21
405,22354,5,2016-06-29
406,22354,5,2016-07-07
407,22354,4,2016-07-14
408,22354,5,2016-07-22
409,22354,5,2016-07-29
410,22354,5,2016-08-06
411,22354,1,2016-08-14
412,22354,4,2016-08-21
413,22354,5,2016-08-29
414,22354,5,2016-09-06
415,22354,5,2016-09-13
416,22354,4,2016-09-21
417,22354,4,2016-09-29
418,22354,5,2016-10-06
419,22354,5,2016-10-14
420,22354,5,2016-10-22
421,22354,5,2016-10-29
422,22354,5,2016-11-06
423,22354,5,2016-11-13
424,22354,5,2016-11-21
425,22354,5,2016-11-29
426,22354,5,2016-12-06
427,22354,5,2016-12-14
428,22354,1,2016-12-22
429,22354,5,2016-12-29
430,22354,4,2017-01-06
431,22354,5,2017-01-14
432,22354,5,2017-01-21
433,22354,5,2017-01-29
434,22354,5,2017-02-06
435,22354,5,2017-02-13
436,22354,5,2017-02-21
437,22354,5,2017-03-01
438,22354,5,2017-03-08
439,22354,5,2017-03-16
440,22354,5,2017-03-23
441,22354,5,2017-03-31
442,22354,5,2017-04-08
443,22354,5,2017-04-15
444,22354,4,2017-04-23
445,22354,5,2017-05-01
446,22354,4,2017-05-08
447,22354,4,2017-05-16
448,22354,4,2017-05-24
449,22354,5,2017-05-31
450,22354,5,2017-06-08
451,22354,5,2017-06-16
452,22354,5,2017-06-23
453,22354,1,2017-07-01
454,22354,5,2017-07-08
455,22354,5,2017-07-16
456,22354,5,2017-07-24
457,22354,3,2017-07-31
458,22354,5,2017-08-08
459,22354,5,2017-08-16
460,22354,1,2017-08-23
461,22354,5,2017-08-31
462,22354,5,2017-09-08
463,22354,5,2017-09-15
464,22354,5,2017-09-23
465,22354,5,2017-10-01
466,22354,5,2017-10-08
467,22354,5,2017-10-16
468,22354,5,2017-10-23
469,22354,5,2017-10-31
470,22354,5,2017-11-08
471,22354,5,2017-11-15
472,22354,5,2017-11-23
473,22354,4,2017-12-01
474,22354,5,2017-12-08
475,22354,5,2017-12-16
476,22354,3,2017-12-24
477,22354,5,2017-12-31
478,22354,5,2018-01-08
479,22354,4,2018-01-16
480,22354,5,2018-01-23
481,22354,5,2018-01-31
482,22354,5,2018-02-08
483,22354,5,2018-02-15
484,22354,5,2018-02-23
485,22354,3,2018-03-02
486,22354,3,2018-03-10
487,22354,5,2018-03-18
488,22354,5,2018-03-25
489,22354,5,2018-04-02
490,22354,5,2018-04-10
491,22354,4,2018-04-17
492,22354,4,2018-04-25
493,22354,3,2018-05-03
494,22354,5,2018-05-10
495,22354,5,2018-05-18
496,22354,4,2018-05-26
497,22354,5,2018-06-02
498,22354,4,2018-06-10
499,22354,5,2018-06-17
500,22354,5,2018-06-25
501,22354,5,2018-07-03
502,22354,5,2018-07-10
503,22354,3,2018-07-18
504,22354,5,2018-07-26
505,22354,5,2018-08-02
506,22354,5,2018-08-10
507,22354,5,2018-08-18
508,22354,5,2018-08-25
509,22354,5,2018-09-02
510,22354,5,2018-09-10
511,22354,5,2018-09-17
512,22354,5,2018-09-25
513,22354,5,2018-10-02
514,22354,4,2018-10-10
515,22354,5,2018-10-18
516,22354,5,2018-10-25
517,22354,4,2018-11-02
518,22354,5,2018-11-10
519,22354,5,2018-11-17
520,22354,5,2018-11-25
521,22354,5,2018-12-03
522,22354,5,2018-12-10
523,22354,4,2018-12-18
524,22354,5,2018-12-26
525,22354,5,2019-01-02
526,22354,5,2019-01-10
527,22354,5,2019-01-18
528,22354,4,2019-01-25
529,22354,5,2019-02-02
530,22354,4,2019-02-09
531,22354,4,2019-02-17
532,22354,5,2019-02-25
533,22354,5,2019-03-04
534,22354,5,2019-03-12
535,22354,5,2019-03-20
536,22354,5,2019-03-27
537,22354,5,2019-04-04
538,22354,5,2019-04-12
539,22354,5,2019-04-19
540,22354,5,2019-04-27
541,22354,5,2019-05-05
542,22354,5,2019-05-12
543,22354,4,2019-05-20
544,22354,5,2019-05-27
545,22354,3,2019-06-04
546,22354,3,2019-06-12
547,22354,5,2019-06-19
548,22354,5,2019-06-27
549,22354,4,2019-07-05
550,22354,5,2019-07-12
551,22354,5,2019-07-20
552,22354,5,2019-07-28
553,22354,5,2019-08-04
554,22354,5,2019-08-12
555,22354,5,2019-08-20
556,22354,4,2019-08-27
557,22354,5,2019-09-04
558,22354,5,2019-09-11
559,22354,5,2019-09-19
560,22354,5,2019-09-27
561,22354,5,2019-10-04
562,22354,5,2019-10-12
563,22354,3,2019-10-20
564,22354,5,2019-10-27
565,22354,5,2019-11-04
5384,1682936,5,2014-06-15
5385,1682936,5,2014-06-25
5386,1682936,5,2014-07-05
5387,1682936,4,2014-07-16
5388,1682936,5,2014-07-26
5389,1682936,5,2014-08-05
5390,1682936,4,2014-08-15
5391,1682936,3,2014-08-25
5392,1682936,5,2014-09-05
5393,1682936,4,2014-09-15
5394,1682936,5,2014-09-25
5395,1682936,5,2014-10-05
5396,1682936,5,2014-10-15
5397,1682936,5,2014-10-26
5398,1682936,5,2014-11-05
5399,1682936,5,2014-11-15
5400,1682936,5,2014-11-25
5401,1682936,5,2014-12-06
5402,1682936,3,2014-12-16
5403,1682936,5,2014-12-26
5404,1682936,4,2015-01-05
5405,1682936,3,2015-01-15
5406,1682936,4,2015-01-26
5407,1682936,3,2015-02-05
5408,1682936,4,2015-02-15
5409,1682936,4,2015-02-25
5410,1682936,4,2015-03-07
5411,1682936,5,2015-03-18
5412,1682936,5,2015-03-28
5413,1682936,5,2015-04-07
5414,1682936,4,2015-04-17
5415,1682936,4,2015-04-27
5416,1682936,5,2015-05-08
5417,1682936,4,2015-05-18
5418,1682936,5,2015-05-28
5419,1682936,5,2015-06-07
5420,1682936,5,2015-06-17
5421,1682936,5,2015-06-28
5422,1682936,4,2015-07-08
5423,1682936,5,2015-07-18
5424,1682936,5,2015-07-28
5425,1682936,5,2015-08-08
5426,1682936,5,2015-08-18
5427,1682936,5,2015-08-28
5428,1682936,4,2015-09-07
5429,1682936,5,2015-09-17
5430,1682936,5,2015-09-28
5431,1682936,5,2015-10-08
5432,1682936,5,2015-10-18
5433,1682936,4,2015-10-28
5434,1682936,4,2015-11-07
5435,1682936,5,2015-11-18
5436,1682936,5,2015-11-28
5437,1682936,5,2015-12-08
5438,1682936,4,2015-12-18
5439,1682936,5,2015-12-28
5440,1682936,5,2016-01-08
5441,1682936,4,2016-01-18
5442,1682936,5,2016-01-28
5443,1682936,5,2016-02-07
5444,1682936,5,2016-02-17
5445,1682936,5,2016-02-28
5446,1682936,5,2016-03-09
5447,1682936,3,2016-03-19
5448,1682936,5,2016-03-29
5449,1682936,4,2016-04-09
5450,1682936,5,2016-04-19
5451,1682936,4,2016-04-29
5452,1682936,5,2016-05-09
5453,1682936,4,2016-05-19
5454,1682936,4,2016-05-30
5455,1682936,5,2016-06-09
5456,1682936,5,2016-06-19
5457,1682936,5,2016-06-29
5458,1682936,4,2016-07-09
5459,1682936,5,2016-07-20
5460,1682936,4,2016-07-30
5461,1682936,5,2016-08-09
5462,1682936,4,2016-08-19
5463,1682936,5,2016-08-29
5464,1682936,5,2016-09-09
5465,1682936,5,2016-09-19
5466,1682936,5,2016-09-29
5467,1682936,5,2016-10-09
5468,1682936,5,2016-10-19
5469,1682936,5,2016-10-30
5470,1682936,1,2016-11-09
5471,1682936,5,2016-11-19
5472,1682936,5,2016-11-29
5473,1682936,5,2016-12-09
5474,1682936,5,2016-12-20
5475,1682936,5,2016-12-30
5476,1682936,5,2017-01-09
5477,1682936,5,2017-01-19
5478,1682936,5,2017-01-30
5479,1682936,1,2017-02-09
5480,1682936,5,2017-02-19
5481,1682936,4,2017-03-01
5482,1682936,5,2017-03-11
5483,1682936,4,2017-03-22
5484,1682936,4,2017-04-01
5485,1682936,5,2017-04-11
5486,1682936,5,2017-04-21
5487,1682936,5,2017-05-01
5488,1682936,3,2017-05-12
5489,1682936,3,2017-05-22
5490,1682936,4,2017-06-01
5491,1682936,5,2017-06-11
5492,1682936,5,2017-06-21
5493,1682936,5,2017-07-02
5494,1682936,4,2017-07-12
5495,1682936,4,2017-07-22
5496,1682936,5,2017-08-01
5497,1682936,5,2017-08-11
5498,1682936,4,2017-08-22
5499,1682936,4,2017-09-01
5500,1682936,5,2017-09-11
5501,1682936,5,2017-09-21
5502,1682936,5,2017-10-02
5503,1682936,5,2017-10-12
5504,1682936,4,2017-10-22
5505,1682936,5,2017-11-01
5506,1682936,4,2017-11-11
5507,1682936,5,2017-11-22
5508,1682936,5,2017-12-02
5509,1682936,4,2017-12-12
5510,1682936,5,2017-12-22
5511,1682936,4,2018-01-01
5512,1682936,5,2018-01-12
5513,1682936,5,2018-01-22
5514,1682936,5,2018-02-01
5515,1682936,5,2018-02-11
5516,1682936,3,2018-02-21
5517,1682936,5,2018-03-04
5518,1682936,3,2018-03-14
5519,1682936,5,2018-03-24
5520,1682936,5,2018-04-03
5521,1682936,4,2018-04-13
5522,1682936,5,2018-04-24
5523,1682936,5,2018-05-04
5524,1682936,5,2018-05-14
5525,1682936,5,2018-05-24
5526,1682936,5,2018-06-04
5527,1682936,5,2018-06-14
5528,1682936,5,2018-06-24
5529,1682936,4,2018-07-04
5530,1682936,5,2018-07-14
5531,1682936,2,2018-07-25
5532,1682936,5,2018-08-04
5533,1682936,5,2018-08-14
5534,1682936,4,2018-08-24
5535,1682936,4,2018-09-03
5536,1682936,5,2018-09-14
5537,1682936,2,2018-09-24
5538,1682936,5,2018-10-04
5539,1682936,5,2018-10-14
5540,1682936,4,2018-10-24
5541,1682936,5,2018-11-04
5542,1682936,4,2018-11-14
5543,1682936,5,2018-11-24
5544,1682936,5,2018-12-04
5545,1682936,4,2018-12-14
5546,1682936,5,2018-12-25
5547,1682936,5,2019-01-04
5548,1682936,4,2019-01-14
5549,1682936,5,2019-01-24
5550,1682936,5,2019-02-03
5551,1682936,4,2019-02-14
5552,1682936,4,2019-02-24
5553,1682936,5,2019-03-06
5554,1682936,4,2019-03-16
5555,1682936,5,2019-03-27
5556,1682936,1,2019-04-06
5557,1682936,4,2019-04-16
5558,1682936,5,2019-04-26
5559,1682936,5,2019-05-06
5560,1682936,5,2019-05-17
5561,1682936,5,2019-05-27
5562,1682936,5,2019-06-06
5563,1682936,5,2019-06-16
5564,1682936,4,2019-06-26
5565,1682936,5,2019-07-07
5566,1682936,5,2019-07-17
5567,1682936,5,2019-07-27
5568,1682936,5,2019-08-06
5569,1682936,5,2019-08-16
5570,1682936,5,2019-08-27
5571,1682936,5,2019-09-06
5572,1682936,5,2019-09-16
5573,1682936,5,2019-09-26
5574,1682936,5,2019-10-06
5575,1682936,5,2019-10-17
5576,1682936,5,2019-10-27
5577,1682936,5,2019-11-06
5578,1682936,5,2019-11-16
5579,1682936,4,2019-11-27
5580,1682936,5,2019-12-07
5581,1682936,4,2019-12-17
5582,1682936,4,2019-12-27
5583,1682936,1,2020-01-06
5584,1682936,4,2020-01-17
5585,1682936,5,2020-01-27
5586,1682936,3,2020-02-06
5587,1682936,1,2020-02-16
5588,1682936,5,2020-02-26
5589,1682936,1,2020-03-08
5590,1682936,5,2020-03-18
5591,1682936,3,2020-03-28
5592,1682936,5,2020-04-07
5593,1682936,4,2020-04-17
5594,1682936,5,2020-04-28
5595,1682936,5,2020-05-08
5596,1682936,4,2020-05-18
5597,1682936,5,2020-05-28
5598,1682936,5,2020-06-07
5599,1682936,5,2020-06-18
5600,1682936,4,2020-06-28
5601,1682936,5,2020-07-08
5602,1682936,5,2020-07-18
5603,1682936,5,2020-07-29
5604,1682936,5,2020-08-08
5605,1682936,5,2020-08-18
5606,1682936,4,2020-08-28
5607,1682936,5,2020-09-07
5608,1682936,5,2020-09-18
5609,1682936,4,2020-09-28
5610,1682936,1,2020-10-08
5611,1682936,4,2020-10-18
5612,1682936,5,2020-10-28
5613,1682936,5,2020-11-08
5614,1682936,5,2020-11-18
5615,1682936,5,2020-11-28
3422,863788,5,2013-04-18
3423,863788,4,2014-03-14
3424,863788,4,2015-02-07
3425,863788,5,2016-01-04
3426,863788,5,2016-11-29
3427,863788,5,2017-10-25
3428,863788,5,2018-09-20
3429,863788,4,2019-08-17
3430,863788,4,2020-07-12
3431,863788,1,2021-06-07
4418,1167987,5,2013-12-17
4419,1167987,5,2014-09-21
4420,1167987,5,2015-06-25
4421,1167987,5,2016-03-29
4422,1167987,5,2016-12-31
4423,1167987,4,2017-10-05
4424,1167987,5,2018-07-09
4425,1167987,4,2019-04-13
707,69369,5,2011-08-29
708,69369,5,2011-09-23
709,69369,3,2011-10-18
710,69369,5,2011-11-12
711,69369,5,2011-12-08
712,69369,5,2012-01-02
713,69369,5,2012-01-27
714,69369,1,2012-02-21
715,69369,5,2012-03-17
716,69369,5,2012-04-11
717,69369,5,2012-05-07
718,69369,5,2012-06-01
719,69369,5,2012-06-26
720,69369,5,2012-07-21
721,69369,5,2012-08-15
722,69369,5,2012-09-09
723,69369,4,2012-10-05
724,69369,5,2012-10-30
725,69369,5,2012-11-24
726,69369,5,2012-12-19
727,69369,5,2013-01-13
728,69369,5,2013-02-07
729,69369,5,2013-03-05
730,69369,5,2013-03-30
731,69369,5,2013-04-24
732,69369,5,2013-05-19
733,69369,3,2013-06-13
734,69369,5,2013-07-08
735,69369,5,2013-08-02
736,69369,5,2013-08-28
737,69369,5,2013-09-22
738,69369,5,2013-10-17
739,69369,4,2013-11-11
740,69369,5,2013-12-06
741,69369,5,2013-12-31
742,69369,5,2014-01-26
743,69369,4,2014-02-20
744,69369,5,2014-03-17
745,69369,5,2014-04-11
746,69369,4,2014-05-06
747,69369,5,2014-05-31
748,69369,5,2014-06-26
749,69369,5,2014-07-21
750,69369,5,2014-08-15
751,69369,5,2014-09-09
752,69369,1,2014-10-04
753,69369,5,2014-10-29
754,69369,4,2014-11-24
755,69369,4,2014-12-19
756,69369,5,2015-01-13
757,69369,5,2015-02-07
758,69369,5,2015-03-04
759,69369,5,2015-03-29
760,69369,5,2015-04-23
761,69369,5,2015-05-19
762,69369,5,2015-06-13
763,69369,4,2015-07-08
764,69369,3,2015-08-02
765,69369,5,2015-08-27
766,69369,5,2015-09-21
767,69369,4,2015-10-17
768,69369,5,2015-11-11
769,69369,4,2015-12-06
770,69369,5,2015-12-31
771,69369,5,2016-01-25
772,69369,4,2016-02-19
773,69369,5,2016-03-16
774,69369,5,2016-04-10
775,69369,4,2016-05-05
776,69369,1,2016-05-30
777,69369,5,2016-06-24
778,69369,5,2016-07-19
779,69369,5,2016-08-13
780,69369,5,2016-09-08
781,69369,5,2016-10-03
782,69369,5,2016-10-28
783,69369,5,2016-11-22
784,69369,5,2016-12-17
785,69369,5,2017-01-11
786,69369,4,2017-02-06
787,69369,5,2017-03-03
788,69369,5,2017-03-28
789,69369,5,2017-04-22
790,69369,5,2017-05-17
791,69369,5,2017-06-11
792,69369,1,2017-07-07
793,69369,5,2017-08-01
794,69369,4,2017-08-26
795,69369,5,2017-09-20
796,69369,5,2017-10-15
797,69369,5,2017-11-09
798,69369,5,2017-12-05
799,69369,3,2017-12-30
800,69369,5,2018-01-24
801,69369,4,2018-02-18
802,69369,4,2018-03-15
803,69369,3,2018-04-09
804,69369,5,2018-05-04
805,69369,4,2018-05-30
806,69369,5,2018-06-24
807,69369,5,2018-07-19
808,69369,4,2018-08-13
809,69369,5,2018-09-07
810,69369,5,2018-10-02
811,69369,1,2018-10-28
812,69369,5,2018-11-22
813,69369,5,2018-12-17
814,69369,5,2019-01-11
815,69369,5,2019-02-05
816,69369,1,2019-03-02
817,69369,5,2019-03-28
818,69369,5,2019-04-22
819,69369,4,2019-05-17
820,69369,5,2019-06-11
821,69369,5,2019-07-06
822,69369,4,2019-07-31
823,69369,5,2019-08-26
824,69369,5,2019-09-20
825,69369,4,2019-10-15
826,69369,5,2019-11-09
,13247,5,
3016,583255,5,2012-10-01
3017,583255,3,2013-03-08
3018,583255,5,2013-08-13
3019,583255,4,2014-01-18
3020,583255,5,2014-06-25
3021,583255,4,2014-11-30
3022,583255,5,2015-05-07
3023,583255,5,2015-10-12
3024,583255,5,2016-03-18
3025,583255,5,2016-08-23
3026,583255,5,2017-01-28
3027,583255,3,2017-07-05
5027,1551205,3,2013-09-17
5028,1551205,5,2013-10-14
5029,1551205,5,2013-11-10
5030,1551205,5,2013-12-07
5031,1551205,5,2014-01-03
5032,1551205,5,2014-01-30
5033,1551205,5,2014-02-25
5034,1551205,3,2014-03-24
5035,1551205,5,2014-04-20
5036,1551205,5,2014-05-17
5037,1551205,5,2014-06-13
5038,1551205,4,2014-07-10
5039,1551205,5,2014-08-06
5040,1551205,5,2014-09-02
5041,1551205,4,2014-09-29
5042,1551205,5,2014-10-26
5043,1551205,5,2014-11-21
5044,1551205,5,2014-12-18
5045,1551205,2,2015-01-14
5046,1551205,5,2015-02-10
5047,1551205,5,2015-03-09
5048,1551205,5,2015-04-05
5049,1551205,5,2015-05-02
5050,1551205,4,2015-05-29
5051,1551205,5,2015-06-25
5052,1551205,2,2015-07-22
5053,1551205,5,2015-08-18
5054,1551205,4,2015-09-13
5055,1551205,3,2015-10-10
5056,1551205,5,2015-11-06
5057,1551205,5,2015-12-03
5058,1551205,5,2015-12-30
5059,1551205,5,2016-01-26
5060,1551205,5,2016-02-22
5061,1551205,5,2016-03-20
5062,1551205,5,2016-04-16
5063,1551205,5,2016-05-13
5064,1551205,5,2016-06-08
5065,1551205,5,2016-07-05
5066,1551205,3,2016-08-01
5067,1551205,5,2016-08-28
5068,1551205,5,2016-09-24
5069,1551205,2,2016-10-21
3028,611081,5,2018-08-03
3029,611081,4,2018-08-27
3030,611081,5,2018-09-20
3031,611081,5,2018-10-15
3032,611081,5,2018-11-08
3033,611081,5,2018-12-02
3034,611081,4,2018-12-26
3035,611081,5,2019-01-19
3036,611081,4,2019-02-13
3037,611081,5,2019-03-09
3038,611081,4,2019-04-02
3039,611081,5,2019-04-26
3040,611081,5,2019-05-20
3041,611081,4,2019-06-14
3042,611081,4,2019-07-08
3043,611081,3,2019-08-01
3044,611081,5,2019-08-25
3045,611081,5,2019-09-18
3046,611081,5,2019-10-13
3047,611081,5,2019-11-06
3048,611081,5,2019-11-30
3049,611081,4,2019-12-24
3050,611081,4,2020-01-17
3051,611081,5,2020-02-10
3052,611081,5,2020-03-06
3053,611081,5,2020-03-30
3054,611081,4,2020-04-23
3055,611081,5,2020-05-17
3056,611081,5,2020-06-10
3057,611081,5,2020-07-05
3058,611081,5,2020-07-29
3059,611081,5,2020-08-22
3060,611081,3,2020-09-15
3061,611081,4,2020-10-09
3062,611081,5,2020-11-03
3063,611081,4,2020-11-27
3064,611081,5,2020-12-21
3065,611081,4,2021-01-14
3066,611081,5,2021-02-07
3067,611081,4,2021-03-04
3068,611081,5,2021-03-28
3069,611081,4,2021-04-21
4224,1128894,5,2016-08-29
4225,1128894,5,2016-09-04
4226,1128894,5,2016-09-09
4227,1128894,5,2016-09-15
4228,1128894,5,2016-09-20
4229,1128894,4,2016-09-26
4230,1128894,4,2016-10-01
4231,1128894,4,2016-10-07
4232,1128894,5,2016-10-13
4233,1128894,5,2016-10-18
4234,1128894,4,2016-10-24
4235,1128894,5,2016-10-29
4236,1128894,5,2016-11-04
4237,1128894,3,2016-11-10
4238,1128894,4,2016-11-15
4239,1128894,5,2016-11-21
4240,1128894,5,2016-11-26
4241,1128894,4,2016-12-02
4242,1128894,5,2016-12-07
4243,1128894,5,2016-12-13
4244,1128894,5,2016-12-19
4245,1128894,4,2016-12-24
4246,1128894,5,2016-12-30
4247,1128894,2,2017-01-04
4248,1128894,5,2017-01-10
4249,1128894,5,2017-01-16
4250,1128894,5,2017-01-21
4251,1128894,4,2017-01-27
4252,1128894,5,2017-02-01
4253,1128894,1,2017-02-07
4254,1128894,5,2017-02-12
4255,1128894,4,2017-02-18
4256,1128894,5,2017-02-24
4257,1128894,5,2017-03-01
4258,1128894,4,2017-03-07
4259,1128894,5,2017-03-12
4260,1128894,5,2017-03-18
4261,1128894,5,2017-03-23
4262,1128894,5,2017-03-29
4263,1128894,5,2017-04-04
4264,1128894,5,2017-04-09
4265,1128894,5,2017-04-15
4266,1128894,5,2017-04-20
4267,1128894,5,2017-04-26
4268,1128894,5,2017-05-02
4269,1128894,5,2017-05-07
4270,1128894,5,2017-05-13
4271,1128894,5,2017-05-18
4272,1128894,5,2017-05-24
4273,1128894,5,2017-05-29
4274,1128894,5,2017-06-04
4275,1128894,5,2017-06-10
4276,1128894,5,2017-06-15
4277,1128894,4,2017-06-21
4278,1128894,5,2017-06-26
4279,1128894,4,2017-07-02
4280,1128894,5,2017-07-07
4281,1128894,5,2017-07-13
4282,1128894,4,2017-07-19
4283,1128894,5,2017-07-24
4284,1128894,4,2017-07-30
4285,1128894,5,2017-08-04
4286,1128894,5,2017-08-10
4287,1128894,5,2017-08-16
4288,1128894,5,2017-08-21
4289,1128894,5,2017-08-27
4290,1128894,5,2017-09-01
4291,1128894,4,2017-09-07
4292,1128894,5,2017-09-12
4293,1128894,5,2017-09-18
4294,1128894,5,2017-09-24
4295,1128894,5,2017-09-29
4296,1128894,5,2017-10-05
4297,1128894,5,2017-10-10
4298,1128894,5,2017-10-16
4299,1128894,5,2017-10-22
4300,1128894,5,2017-10-27
4301,1128894,5,2017-11-02
4302,1128894,5,2017-11-07
4303,1128894,5,2017-11-13
4304,1128894,3,2017-11-18
4305,1128894,5,2017-11-24
4306,1128894,5,2017-11-30
4307,1128894,3,2017-12-05
4308,1128894,4,2017-12-11
4309,1128894,5,2017-12-16
4310,1128894,2,2017-12-22
4311,1128894,4,2017-12-27
4312,1128894,4,2018-01-02
4313,1128894,5,2018-01-08
4314,1128894,5,2018-01-13
4315,1128894,5,2018-01-19
4316,1128894,5,2018-01-24
4317,1128894,5,2018-01-30
4318,1128894,5,2018-02-05
4319,1128894,4,2018-02-10
4320,1128894,5,2018-02-16
4321,1128894,5,2018-02-21
4322,1128894,2,2018-02-27
4323,1128894,1,2018-03-04
4324,1128894,5,2018-03-10
4325,1128894,5,2018-03-16
4326,1128894,1,2018-03-21
4327,1128894,5,2018-03-27
4328,1128894,1,2018-04-01
4329,1128894,5,2018-04-07
4330,1128894,5,2018-04-13
4331,1128894,5,2018-04-18
4332,1128894,5,2018-04-24
4333,1128894,4,2018-04-29
4334,1128894,4,2018-05-05
4335,1128894,4,2018-05-10
4336,1128894,5,2018-05-16
4337,1128894,4,2018-05-22
4338,1128894,3,2018-05-27
4339,1128894,5,2018-06-02
4340,1128894,4,2018-06-07
4341,1128894,5,2018-06-13
4342,1128894,4,2018-06-18
4343,1128894,5,2018-06-24
4344,1128894,5,2018-06-30
4345,1128894,4,2018-07-05
4346,1128894,5,2018-07-11
4347,1128894,4,2018-07-16
4348,1128894,5,2018-07-22
4349,1128894,5,2018-07-28
4350,1128894,5,2018-08-02
4351,1128894,5,2018-08-08
4352,1128894,5,2018-08-13
4353,1128894,3,2018-08-19
4354,1128894,5,2018-08-24
4355,1128894,5,2018-08-30
4356,1128894,5,2018-09-05
4357,1128894,4,2018-09-10
4358,1128894,5,2018-09-16
4359,1128894,5,2018-09-21
4360,1128894,5,2018-09-27
4361,1128894,4,2018-10-03
4362,1128894,5,2018-10-08
4363,1128894,5,2018-10-14
4364,1128894,3,2018-10-19
4365,1128894,5,2018-10-25
4366,1128894,4,2018-10-30
4367,1128894,4,2018-11-05
